Row Labels;JDS1;JDS10;JDS11;JDS12;JDS13;JDS14;JDS15;JDS16;JDS17;JDS18;JDS19;JDS2;JDS20;JDS21;JDS22;JDS23;JDS24;JDS25;JDS26;JDS27;JDS28;JDS29;JDS3;JDS30;JDS31;JDS32;JDS33;JDS34;JDS35;JDS36;JDS37;JDS38;JDS39;JDS4;JDS40;JDS41;JDS42;JDS43;JDS44;JDS45;JDS46;JDS47;JDS48;JDS49;JDS5;JDS50;JDS51;JDS52;JDS53;JDS54;JDS55;JDS56;JDS57;JDS58;JDS59;JDS6;JDS60;JDS61;JDS62;JDS63;JDS64;JDS65;JDS66;JDS67;JDS68;JDS7;JDS8;JDS9
330-54-1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.0052;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.0052;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.0076;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
333-41-5;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.005
335-67-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3380-34-5;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125;0.0125
34123-59-6;;;;;;;;;;;;;;;;0.0002;;;;;;0.0002;;;;;;;;;0.0002;;;;;;;;;;;;0.0002;;;;0.0002;;;0.0002;0.0002;;;0.0002;;;;;;0.0002;0.0002;0.0002;0.0002;;0.0002;;;
36643-28-4;;;0.0000002;;0.0000001;0.0000001;0.0000002;0.0000001;0.0000001;0.0000002;;0.0000002;0.0000002;0.0000002;0.0000002;0.0000001;0.0000002;0.0000001;0.0000002;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000002;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000002;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;0.0000001;;0.0000002;
37350-58-6;;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;;0.02;0.02;0.02;0.02;0.02;;;;0.02;0.02;;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;;0.02;0.02;0.02;0.02;0.02;0.02;;0.02;;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
375-73-5;;;;;;;0.00055;0.00055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00055;;;;;;;;;0.00055;;;;;;;;0.00055;0.00055;;;;;;;
375-95-1;;;;0.00066;;;0.00066;0.00066;;;;;0.00066;;0.00066;;;;;;0.00066;;;0.00066;;;;;;;0.00066;;;;;0.00066;;;;;;0.00066;0.00066;0.00066;;;;;;;;0.00066;0.00066;;;;;;;;;;;;0.00066;;;
3930-20-9;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;;0.05;;0.05;0.05;;0.05;0.05;0.05;;;;0.05;;;0.05;;;;;;;0.05;;0.05;;0.05;0.05;0.05;;;;0.05;;0.05;0.05;0.05;0.05;0.05
42576-02-3;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
439-14-5;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;;0.0005;;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005
4764-17-4;;;;;;;;;0.003;;0.003;;;;0.003;;0.003;;;;;;;0.003;;;;0.003;;;;0.003;;;;;;;;;;0.001;;;0.003;0.001;;0.001;;;;;0.003;;;;0.003;0.003;0.003;;;0.003;0.003;0.003;0.003;0.001;;
50-06-6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
50-32-8;0.002;0.002;0;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;;0.002;0
51218-45-2;0.012243333;0.01375;0.01375;0.0175;0.01375;0.0175;0.01375;0.0175;0.01375;0.0175;0.01375;0.015;0.01375;0.01375;0.01375;0.0175;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.0175;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.0175;0.01375;0.01375;0.01375;0.0175;0.01375;0.01375;0.0175;0.01375;0.025;0.01375;0.0175;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.0175;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375;0.01375
513-08-3;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;;;0.00014;;0.00014;;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;;;;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014;0.00014
57-68-1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
58-08-2;0.08;0.08;;;0.063333333;;;;0.08;0.08;;0.08;0.08;0.08;0.08;;0.08;0.08;0.08;;0.08;0.08;0.08;0.08;0.08;0.08;0.08;;;0.08;;;;0.08;;;;;;;;;0.08;;0.08;;;;;;;;0.08;0.08;0.03;0.0675;;0.08;;0.08;;0.08;0.08;0.08;;0.0675;0.06;0.08
58-25-3;0.004;0.005;0.005;0.005;0.005;0.005;0.005;0.005;0.004;0.005;0.004;0.004;0.004;0.005;0.004;0.004;0.004;0.004;0.004;0.005;0.004;0.004;0.005;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.005;0.004;0.005;0.005;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.005;0.004;0.004;0.005;0.004;0.005;0.004;0.005
58-73-1;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019;0.0019
58955-93-4;;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0048;;;;0.0048;;;;
5915-41-3;0.015;0.015;0.025;;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.011666667;0.025;0.025;0.025;0.012985;0.025;0.025;0.025;0.012985;0.015;0.015;0.025;0.025;0.025;0.015;0.015;0.025;0.012985;0.012985;0.012985;0.025;0.015;0.025;0.025;0.025;0.010323333;0.025;0.025;0.025;0.025;0.025;0.025;0.015;0.015;0.025;0.012985;0.012985;0.012985;0.025;0.025;0.025;0.010323333;0.012985;0.012985;0.025;0.025;0.025
59467-64-0;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;0.0005;;0.0005;0.0005;0.0005;0.0005;0.0005;;0.0005;0.0005;;;0.0005;0.0005
60207-90-1;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
604-75-1;0.0005;;;;;;;;;;;;;;;0.0005;;;;;;;0.0005;;;;;;0.0005;;;;;0.0005;;;;;;;;;;;;0.0005;0.0005;;;0.0005;;0.0005;;;;;;;;;0.0005;;;;;;;
61177-44-4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6190-65-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.005;;0.005;;;;;0.005;;;;;;;0.005;;;;0.005;;;0.005;;;0.005;;0.005;;;;;0.005;0.005;;;;;;;
62-73-7;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
6339-19-1;;;;;;;;;;;;;;;;0.05;;;;;;0.025;;;;;;;0.025;;0.025;;;;;0.025;;;0.05;;0.05;;0.025;0.05;;;0.025;;0.05;0.025;0.05;0.025;0.05;0.025;0.05;;0.05;0.05;;0.025;0.025;0.05;0.05;;0.05;;;
64532-95-2;0.004;0.004;0.0048;0.0048;0.0048;0.0048;0.004;0.004;0.004;0.004;0.0048;0.004;0.004;0.0048;0.0048;0.0048;0.0048;0.0048;0.0048;0.0048;0.0048;0.004;0.004;0.0048;0.0048;;0.0048;0.0048;0.004;0.0048;0.0048;0.0048;0.0048;0.004;0.0048;0.0048;0.004;0.004;0.004;0.004;0.004;0.004;0.0032;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.004;0.0048;0.0032;0.0048
668-34-8;0.0001;0.0001;0.0001;;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001
67129-08-2;0.0225;0.02125;0.02125;0.0225;0.02125;0.0225;0.02125;0.0225;0.02125;0.0225;0.02125;0.021666667;0.02125;0.02125;0.02125;0.0225;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.0225;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.0225;0.02125;0.02125;0.02125;0.0225;0.02125;0.02125;0.0225;0.02125;0.0225;0.02125;0.0225;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.05;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125;0.02125
68011-66-5;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
69610-10-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.003;;;;;;;;;;;;;;;;;;;;;;;;
723-46-6;;0.01;0.01;;0.01;0.01;;;0.01;0.01;0.01;;;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;;0.01;;0.01;0.01;0.01;0.01;;0.01;;0.01;;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;;;
72960-62-2;0.05;0.025;0.025;;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.05;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
74070-46-5;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025;0.025
7439-97-6;0.002;0.002;0.002;0.002;0.002;0.002;0.002;0.002;;;;0.002;;;;;;;;;0.002;;;;;;;;;0.002;;;;;;0.002;;;0.0006;;;;;;;;;;;;;;;;;0.002;;;;;;;;;;0.002;0.002;0.002
7440-43-9;0.01;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;
77-10-1;;;;;;;;;;;;;;;;;0.003;;;;;;;;;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.003;0.003;;;0.003;0.003;0.003;;0.003;0.003;;0.003;;;
7723-14-0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;
77-26-9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
78-51-3;;;;;;;;;;;;;;;;;;;;;;;;;0.00113;0.00113;;;0.00113;0.00113;0.00113;0.00113;0.00113;;0.00113;0.00113;0.00113;;;;;0.00113;0.00113;0.00113;;;0.00113;0.00113;0.00113;0.00113;0.00113;;0.00113;;0.00113;;;;0.00113;0.00113;;;;;0.00113;;;
80-05-7;;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.05;0.1;0.1;0.1;0;0.05;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.05;0.05;0;0.05;0.05;0.05;0;0.05;0;0.05;0.1;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1
80-09-1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1
81103-11-9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83881-51-0;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
846-49-1;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001
846-50-4;0.001;;0.001;0.001;0.001;0.001;;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;;0.001;0.001;0.001;0.001;;0.001;0.001;0.001;;0.001;0.001;0.001;0.001;0.001;0.001;;0.001;0.001;;;;0.001;0.001;0.001;0.001;;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;;;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;;0.001;0.001;0.001
85535-84-8;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07;0.07
87-86-5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
882-09-7;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
886-50-0;;;0.003;0.003;0.003;0.003;;;;;0.003;;;0.003;0.003;0.003;0.003;;0.003;;0.003;0.003;;0.003;0.003;;0.003;0.003;0.003;0.003;0.003;0.003;0.003;;0.003;0.003;0.003;;0.003;0.003;;0.003;0.00032;0.003;;;0.003;;;0.001213333;0.003;;0.003;;0.003;;0.003;0.003;0.00182;0;0;0.003;0.003;;0.003;0.003;;
91-20-3;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93-65-2;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
94410-05-6;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;;0.0001;0.0001;0.0001;0.0002;;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0002;0.0001;0.0002;0.0001;0.0001;0.0001;0.0001;0.0001;0.0001;0.0002;0.0001;0.0002;0.0001;0.0001;0.0002;;0.0001;0.0001;0.0001
94-74-6;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.0375375;0.05;0.05;0.05;0.05;0.025075;0.05;0.05;0.05;0.05;0.05;0.05;0.025075;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.025075;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05
94-75-7;0.05;0.075;0.075;0.05;0.075;0.05;0.075;0.05;0.075;0.05;0.1;0.075;0.075;0.075;0.075;0.05;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.075;0.05;0.075;0.075;0.075;0.075;0.075;0.075;0.05;0.075;0.075;0.075;0.05;0.075;0.075;0.05;0.075;0.05;0.075;0.05;0.060044;0.075;0.075;0.075;0.060044;0.075;0.05;0.075;0.075;0.060044;0.075;0.075;0.075;0.075
95-14-7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;;;;;;;;;;;;0.05;;;;;;;0.05;;;;;;;0.05;;0.05;;0.05;;;;;;;
